2025-10-19 12:47:54.244,0.004,"2.230,2.230,167170"
2025-10-19 12:47:54.447,0.207,"2.690,1.080,167370"
2025-10-19 12:47:54.651,0.411,"2.230,1.540,167570"
2025-10-19 12:47:54.856,0.616,"2.690,2.230,167770"
2025-10-19 12:47:55.063,0.823,"3.380,1.540,167970"
2025-10-19 12:47:55.267,1.027,Mode: REST
2025-10-19 12:47:55.470,1.23,"2.690,0.390,168170"
2025-10-19 12:47:55.673,1.433,"1.540,1.540,168370"
2025-10-19 12:47:55.878,1.638,"1.540,2.690,168570"
2025-10-19 12:47:56.082,1.842,"1.540,1.540,168770"
2025-10-19 12:47:56.286,2.045,"2.230,1.540,168970"
2025-10-19 12:47:56.500,2.26,Mode: REST
2025-10-19 12:47:56.707,2.467,"2.230,0.390,169170"
2025-10-19 12:47:56.912,2.672,"1.540,2.230,169370"
2025-10-19 12:47:57.117,2.877,"2.690,1.540,169570"
2025-10-19 12:47:57.321,3.081,"3.380,3.380,169770"
2025-10-19 12:47:57.526,3.286,"2.690,2.230,169970"
2025-10-19 12:47:57.730,3.489,Mode: REST
2025-10-19 12:47:57.934,3.694,"1.540,1.080,170170"
2025-10-19 12:47:58.139,3.899,"1.080,1.080,170370"
2025-10-19 12:47:58.343,4.102,"2.230,1.540,170570"
2025-10-19 12:47:58.551,4.311,"2.690,1.080,170770"
