2025-10-19 15:41:54.754,0.11,<no data>
2025-10-19 15:41:54.916,0.272,<no data>
2025-10-19 15:41:55.078,0.434,<no data>
2025-10-19 15:41:55.234,0.59,<no data>
2025-10-19 15:41:55.396,0.752,<no data>
2025-10-19 15:41:55.556,0.912,<no data>
2025-10-19 15:41:55.718,1.074,<no data>
2025-10-19 15:41:55.878,1.234,<no data>
2025-10-19 15:41:56.038,1.394,<no data>
2025-10-19 15:41:56.202,1.558,<no data>
2025-10-19 15:41:56.364,1.72,<no data>
2025-10-19 15:41:56.526,1.882,<no data>
2025-10-19 15:41:56.685,2.041,<no data>
2025-10-19 15:41:56.847,2.203,<no data>
2025-10-19 15:41:57.025,2.382,<no data>
2025-10-19 15:41:57.202,2.558,<no data>
2025-10-19 15:41:57.367,2.723,<no data>
2025-10-19 15:41:57.530,2.886,<no data>
2025-10-19 15:41:57.690,3.046,<no data>
2025-10-19 15:41:57.850,3.207,<no data>
2025-10-19 15:41:58.012,3.368,<no data>
2025-10-19 15:41:58.173,3.529,<no data>
2025-10-19 15:41:58.336,3.692,<no data>
2025-10-19 15:41:58.499,3.855,<no data>
2025-10-19 15:41:58.660,4.016,<no data>
2025-10-19 15:41:58.821,4.177,<no data>
2025-10-19 15:41:58.982,4.338,<no data>
2025-10-19 15:41:59.146,4.502,<no data>
2025-10-19 15:41:59.307,4.663,<no data>
2025-10-19 15:41:59.467,4.823,<no data>
2025-10-19 15:41:59.631,4.987,<no data>
2025-10-19 15:41:59.790,5.146,<no data>
2025-10-19 15:41:59.951,5.307,<no data>
2025-10-19 15:42:00.113,5.469,<no data>
2025-10-19 15:42:00.275,5.631,<no data>
2025-10-19 15:42:00.437,5.793,<no data>
2025-10-19 15:42:00.597,5.953,<no data>
2025-10-19 15:42:00.761,6.117,<no data>
2025-10-19 15:42:00.921,6.277,<no data>
2025-10-19 15:42:01.083,6.439,<no data>
2025-10-19 15:42:01.246,6.602,<no data>
2025-10-19 15:42:01.408,6.764,<no data>
2025-10-19 15:42:01.568,6.924,<no data>
2025-10-19 15:42:01.730,7.086,<no data>
2025-10-19 15:42:01.888,7.244,<no data>
2025-10-19 15:42:02.052,7.408,<no data>
2025-10-19 15:42:02.213,7.569,<no data>
2025-10-19 15:42:02.374,7.73,<no data>
2025-10-19 15:42:02.534,7.89,<no data>
2025-10-19 15:42:02.699,8.055,<no data>
2025-10-19 15:42:02.861,8.217,<no data>
2025-10-19 15:42:03.020,8.376,<no data>
2025-10-19 15:42:03.183,8.539,<no data>
2025-10-19 15:42:03.341,8.697,<no data>
2025-10-19 15:42:03.503,8.859,<no data>
2025-10-19 15:42:03.668,9.025,<no data>
2025-10-19 15:42:03.829,9.184,<no data>
2025-10-19 15:42:03.989,9.345,<no data>
2025-10-19 15:42:04.152,9.508,<no data>
2025-10-19 15:42:04.312,9.668,<no data>
2025-10-19 15:42:04.471,9.827,<no data>
2025-10-19 15:42:04.630,9.985,<no data>
2025-10-19 15:42:04.798,10.154,<no data>
2025-10-19 15:42:04.956,10.312,<no data>
2025-10-19 15:42:05.115,10.471,<no data>
2025-10-19 15:42:05.282,10.638,<no data>
2025-10-19 15:42:05.441,10.796,<no data>
2025-10-19 15:42:05.600,10.956,<no data>
2025-10-19 15:42:05.752,11.108,<no data>
2025-10-19 15:42:05.914,11.27,<no data>
2025-10-19 15:42:06.072,11.428,<no data>
2025-10-19 15:42:06.232,11.588,<no data>
2025-10-19 15:42:06.395,11.751,<no data>
2025-10-19 15:42:06.554,11.91,<no data>
2025-10-19 15:42:06.712,12.068,<no data>
2025-10-19 15:42:06.866,12.222,<no data>
2025-10-19 15:42:07.025,12.381,<no data>
2025-10-19 15:42:07.185,12.541,<no data>
2025-10-19 15:42:07.351,12.707,<no data>
2025-10-19 15:42:07.510,12.866,<no data>
2025-10-19 15:42:07.670,13.026,<no data>
2025-10-19 15:42:07.831,13.187,<no data>
2025-10-19 15:42:07.996,13.352,<no data>
2025-10-19 15:42:08.155,13.511,<no data>
2025-10-19 15:42:08.315,13.671,<no data>
2025-10-19 15:42:08.481,13.837,<no data>
2025-10-19 15:42:08.639,13.995,<no data>
2025-10-19 15:42:08.797,14.153,<no data>
2025-10-19 15:42:08.951,14.307,<no data>
2025-10-19 15:42:09.113,14.469,<no data>
2025-10-19 15:42:09.273,14.629,<no data>
2025-10-19 15:42:09.433,14.789,<no data>
2025-10-19 15:42:09.597,14.953,<no data>
2025-10-19 15:42:09.757,15.113,<no data>
2025-10-19 15:42:09.915,15.271,<no data>
2025-10-19 15:42:10.079,15.435,<no data>
2025-10-19 15:42:10.237,15.593,<no data>
2025-10-19 15:42:10.397,15.753,<no data>
2025-10-19 15:42:10.550,15.906,<no data>
2025-10-19 15:42:10.710,16.066,<no data>
2025-10-19 15:42:10.868,16.224,<no data>
2025-10-19 15:42:11.027,16.383,<no data>
2025-10-19 15:42:11.194,16.55,<no data>
2025-10-19 15:42:11.353,16.709,<no data>
2025-10-19 15:42:11.511,16.867,<no data>
2025-10-19 15:42:11.665,17.021,<no data>
2025-10-19 15:42:11.825,17.181,<no data>
2025-10-19 15:42:11.985,17.341,<no data>
2025-10-19 15:42:12.150,17.506,<no data>
2025-10-19 15:42:12.313,17.669,<no data>
2025-10-19 15:42:12.473,17.829,<no data>
2025-10-19 15:42:12.636,17.992,<no data>
2025-10-19 15:42:12.798,18.154,<no data>
2025-10-19 15:42:12.960,18.316,<no data>
2025-10-19 15:42:13.121,18.477,<no data>
