2025-10-19 13:05:25.129,0.004,"2.690,2.230,155170"
2025-10-19 13:05:25.185,0.059,"2.690,2.230,155370"
2025-10-19 13:05:25.237,0.112,"1.540,1.540,155570"
2025-10-19 13:05:25.290,0.165,"1.540,1.080,155770"
2025-10-19 13:05:25.345,0.22,"1.540,3.380,155970"
2025-10-19 13:05:25.399,0.274,Mode: REST
2025-10-19 13:05:25.453,0.328,"2.230,1.540,156170"
2025-10-19 13:05:25.506,0.381,"1.080,-0.070,156370"
2025-10-19 13:05:25.560,0.435,"2.230,2.230,156570"
2025-10-19 13:05:25.614,0.489,"2.230,2.230,156770"
2025-10-19 13:05:25.667,0.542,"0.390,1.540,156970"
2025-10-19 13:05:25.731,0.606,Mode: REST
2025-10-19 13:05:25.786,0.66,"1.080,1.540,157170"
2025-10-19 13:05:25.838,0.713,"2.230,1.080,157370"
2025-10-19 13:05:25.891,0.766,"-0.070,1.540,157570"
2025-10-19 13:05:25.946,0.82,"1.080,1.540,157770"
2025-10-19 13:05:26.001,0.876,"1.540,1.540,157970"
2025-10-19 13:05:26.054,0.929,Mode: REST
2025-10-19 13:05:26.109,0.984,"0.390,1.540,158170"
2025-10-19 13:05:26.165,1.04,"2.690,2.230,158370"
2025-10-19 13:05:26.218,1.093,"2.230,2.230,158570"
2025-10-19 13:05:26.270,1.145,"2.230,1.080,158770"
2025-10-19 13:05:26.323,1.197,"1.540,1.080,158970"
2025-10-19 13:05:26.374,1.249,Mode: REST
2025-10-19 13:05:26.427,1.301,"1.540,1.540,159170"
2025-10-19 13:05:26.480,1.354,"2.690,0.390,159370"
2025-10-19 13:05:26.534,1.409,"2.690,2.230,159570"
2025-10-19 13:05:26.589,1.463,"0.390,1.080,159770"
2025-10-19 13:05:26.646,1.521,"1.080,1.080,159970"
2025-10-19 13:05:26.700,1.575,Mode: REST
2025-10-19 13:05:26.755,1.63,"3.380,1.540,160170"
2025-10-19 13:05:26.810,1.685,"1.080,1.080,160370"
2025-10-19 13:05:26.865,1.74,"2.230,2.690,160570"
2025-10-19 13:05:26.919,1.794,"1.540,2.230,160770"
2025-10-19 13:05:26.976,1.851,"2.690,1.080,160970"
2025-10-19 13:05:27.030,1.904,Mode: REST
2025-10-19 13:05:27.085,1.959,"2.230,2.230,161170"
2025-10-19 13:05:27.140,2.015,"2.230,0.390,161370"
2025-10-19 13:05:27.196,2.071,"2.230,2.230,161570"
2025-10-19 13:05:27.252,2.127,"2.230,3.380,161770"
2025-10-19 13:05:27.307,2.182,"2.230,2.230,161970"
2025-10-19 13:05:27.362,2.237,Mode: REST
2025-10-19 13:05:27.417,2.291,"3.380,3.380,162170"
2025-10-19 13:05:27.471,2.346,"2.690,2.230,162370"
2025-10-19 13:05:27.527,2.402,"0.390,1.540,162570"
2025-10-19 13:05:27.582,2.457,"1.080,1.080,162770"
2025-10-19 13:05:27.637,2.512,"2.230,0.390,162970"
2025-10-19 13:05:27.692,2.567,Mode: REST
2025-10-19 13:05:27.756,2.631,"1.540,3.380,163170"
2025-10-19 13:05:27.842,2.717,"1.540,2.690,163370"
2025-10-19 13:05:27.894,2.769,"2.690,1.080,163570"
2025-10-19 13:05:27.947,2.822,"1.080,1.540,163770"
2025-10-19 13:05:27.999,2.874,"1.540,1.540,163970"
2025-10-19 13:05:28.052,2.926,Mode: REST
2025-10-19 13:05:28.104,2.979,"1.540,2.690,164170"
2025-10-19 13:05:28.157,3.032,"2.230,1.540,164370"
2025-10-19 13:05:28.212,3.087,"2.230,2.230,164570"
2025-10-19 13:05:28.266,3.141,"1.540,2.690,164770"
2025-10-19 13:05:28.319,3.194,"1.080,1.080,164970"
2025-10-19 13:05:28.373,3.248,Mode: REST
2025-10-19 13:05:28.427,3.302,"2.690,2.690,165170"
2025-10-19 13:05:28.483,3.358,"1.540,2.230,165370"
2025-10-19 13:05:28.537,3.412,"1.540,1.080,165570"
2025-10-19 13:05:28.593,3.467,"2.690,2.690,165770"
2025-10-19 13:05:28.648,3.522,"3.380,3.380,165970"
2025-10-19 13:05:28.701,3.576,Mode: REST
2025-10-19 13:05:28.756,3.631,"0.390,0.390,166170"
2025-10-19 13:05:28.814,3.689,"1.080,1.080,166370"
2025-10-19 13:05:28.869,3.743,"2.230,1.540,166570"
2025-10-19 13:05:28.923,3.798,"1.540,2.230,166770"
2025-10-19 13:05:28.990,3.864,"1.080,3.380,166970"
2025-10-19 13:05:29.045,3.92,Mode: REST
2025-10-19 13:05:29.100,3.975,"1.540,1.540,167170"
2025-10-19 13:05:29.155,4.029,"1.540,1.540,167370"
2025-10-19 13:05:29.213,4.088,"2.690,2.690,167570"
2025-10-19 13:05:29.268,4.142,"2.230,1.080,167770"
2025-10-19 13:05:29.322,4.197,"1.540,2.230,167970"
2025-10-19 13:05:29.376,4.251,Mode: REST
2025-10-19 13:05:29.430,4.305,"1.080,1.080,168170"
2025-10-19 13:05:29.484,4.359,"1.540,1.080,168370"
2025-10-19 13:05:29.539,4.414,"1.540,1.540,168570"
2025-10-19 13:05:29.595,4.47,"2.230,2.230,168770"
2025-10-19 13:05:29.649,4.524,"2.690,1.540,168970"
2025-10-19 13:05:29.703,4.578,Mode: REST
2025-10-19 13:05:29.759,4.634,"2.690,2.230,169170"
2025-10-19 13:05:29.814,4.689,"2.690,0.390,169370"
2025-10-19 13:05:29.869,4.744,"1.540,1.540,169570"
2025-10-19 13:05:29.923,4.798,"2.690,2.690,169770"
2025-10-19 13:05:29.979,4.854,"2.690,2.690,169970"
2025-10-19 13:05:30.033,4.908,Mode: REST
2025-10-19 13:05:30.087,4.962,"0.390,2.230,170170"
2025-10-19 13:05:30.143,5.018,"1.540,1.080,170370"
2025-10-19 13:05:30.198,5.073,"1.080,2.230,170570"
2025-10-19 13:05:30.253,5.128,"1.080,1.540,170770"
2025-10-19 13:05:30.309,5.184,"2.690,2.690,170970"
2025-10-19 13:05:30.363,5.238,Mode: REST
2025-10-19 13:05:30.416,5.291,"2.230,2.230,171170"
2025-10-19 13:05:30.469,5.344,"3.380,0.390,171370"
2025-10-19 13:05:30.522,5.397,"2.230,1.540,171570"
2025-10-19 13:05:30.575,5.45,"1.080,3.380,171770"
2025-10-19 13:05:30.629,5.503,"1.540,2.230,171970"
2025-10-19 13:05:30.681,5.556,Mode: REST
