Timestamp,t [ms],Mode,Launch_Time [s],Fill_Time [s],P_o [Bar],P_i [Bar]
18:47:44.0294,796186.0,,,,1.08,0.39
18:47:44.0574,796286.0,,,,1.54,1.54
18:47:44.0811,796386.0,FILL,STANDBY,504,1.08,1.54
18:47:45.0054,796486.0,FILL,STANDBY,504,2.23,1.08
18:47:45.0283,796586.0,FILL,STANDBY,504,2.69,2.69
18:47:45.0514,796686.0,FILL,STANDBY,504,1.08,0.39
18:47:45.0744,796786.0,FILL,STANDBY,504,2.23,1.08
18:47:45.0972,796886.0,FILL,STANDBY,504,1.08,1.08
18:47:46.0184,796986.0,FILL,STANDBY,504,1.08,1.08
18:47:46.0396,797086.0,FILL,STANDBY,504,1.08,2.23
18:47:46.0594,797186.0,FILL,STANDBY,504,1.54,0.39
18:47:46.0791,797286.0,FILL,STANDBY,504,1.08,2.69
18:47:46.0977,797386.0,FILL,STANDBY,505,1.54,1.54
18:47:47.0185,797486.0,FILL,STANDBY,505,1.54,1.54
18:47:47.0395,797586.0,FILL,STANDBY,505,2.23,1.54
18:47:47.0606,797686.0,FILL,STANDBY,505,2.69,2.69
18:47:47.0831,797786.0,FILL,STANDBY,505,0.39,2.69
18:47:48.0202,797886.0,FILL,STANDBY,505,1.08,1.54
18:47:48.0393,797986.0,FILL,STANDBY,505,2.23,1.54
18:47:48.0581,798086.0,FILL,STANDBY,505,3.38,0.39
18:47:48.0794,798186.0,FILL,STANDBY,505,1.54,0.39
18:47:49.0038,798286.0,FILL,STANDBY,505,2.23,0.39
18:47:49.0290,798386.0,FILL,STANDBY,506,1.08,1.08
18:47:49.0538,798486.0,FILL,STANDBY,506,1.54,1.54
18:47:49.0770,798586.0,FILL,STANDBY,506,1.54,1.08
18:47:50.0014,798686.0,FILL,STANDBY,506,-0.07,2.23
18:47:50.0245,798786.0,FILL,STANDBY,506,-0.76,3.38
18:47:50.0480,798886.0,FILL,STANDBY,506,1.54,0.39
