Timestamp,t [ms],Mode,Launch_Time [s],Fill_Time [s],P_o [Bar],P_i [Bar]
18:52:46.0496,1098386.0,FILL,STANDBY,806,0.39,0.39
18:52:46.0777,1098486.0,FILL,STANDBY,806,1.54,1.08
18:52:46.0778,1098586.0,FILL,STANDBY,806,1.08,2.69
18:52:46.0796,1098686.0,FILL,STANDBY,806,1.08,1.08
18:52:46.0896,1098786.0,FILL,STANDBY,806,2.23,2.69
18:52:46.0995,1098886.0,FILL,STANDBY,806,1.54,1.54
18:52:47.0096,1098986.0,FILL,STANDBY,806,2.23,1.54
18:52:47.0195,1099086.0,FILL,STANDBY,806,1.08,1.54
18:52:47.0296,1099186.0,FILL,STANDBY,806,2.23,1.54
18:52:47.0395,1099286.0,FILL,STANDBY,806,3.38,0.39
18:52:47.0497,1099386.0,FILL,STANDBY,807,0.39,-0.07
18:52:48.0002,1099486.0,FILL,STANDBY,807,1.54,1.54
18:52:48.0002,1099586.0,FILL,STANDBY,807,1.08,1.08
18:52:48.0003,1099686.0,FILL,STANDBY,807,2.69,2.69
18:52:48.0003,1099786.0,FILL,STANDBY,807,0.39,1.08
18:52:48.0003,1099886.0,FILL,STANDBY,807,2.23,1.54
18:52:48.0095,1099986.0,FILL,STANDBY,807,0.39,1.08
18:52:48.0196,1100086.0,FILL,STANDBY,807,2.23,2.23
18:52:48.0296,1100186.0,FILL,STANDBY,807,0.39,1.54
18:52:48.0395,1100286.0,FILL,STANDBY,807,1.08,1.08
18:52:48.0496,1100386.0,FILL,STANDBY,808,1.54,1.54
18:52:48.0937,1100486.0,FILL,STANDBY,808,2.23,1.08
18:52:48.0938,1100586.0,FILL,STANDBY,808,1.54,1.08
18:52:48.0938,1100686.0,FILL,STANDBY,808,0.39,0.39
18:52:48.0938,1100786.0,FILL,STANDBY,808,2.69,2.69
18:52:48.0995,1100886.0,FILL,STANDBY,808,1.08,1.54
18:52:49.0095,1100986.0,FILL,STANDBY,808,2.23,1.54
18:52:49.0195,1101086.0,FILL,STANDBY,808,1.54,1.54
18:52:49.0297,1101186.0,FILL,STANDBY,808,1.08,-0.76
18:52:49.0396,1101286.0,FILL,STANDBY,808,0.39,1.08
18:52:49.0496,1101386.0,FILL,STANDBY,809,1.54,1.54
18:52:49.0946,1101486.0,FILL,STANDBY,809,-0.07,2.69
18:52:49.0947,1101586.0,FILL,STANDBY,809,1.08,1.54
18:52:49.0947,1101686.0,FILL,STANDBY,809,2.23,2.23
18:52:49.0947,1101786.0,FILL,STANDBY,809,1.54,1.08
18:52:49.0995,1101886.0,FILL,STANDBY,809,1.54,1.54
18:52:50.0095,1101986.0,FILL,STANDBY,809,2.23,2.23
18:52:50.0195,1102086.0,FILL,STANDBY,809,1.08,1.08
18:52:50.0296,1102186.0,FILL,STANDBY,809,0.39,1.08
18:52:50.0396,1102286.0,FILL,STANDBY,809,1.54,0.39
18:52:50.0496,1102386.0,FILL,STANDBY,810,1.54,2.23
18:52:50.0947,1102486.0,FILL,STANDBY,810,1.08,2.69
18:52:50.0947,1102586.0,FILL,STANDBY,810,2.23,2.23
18:52:50.0947,1102686.0,FILL,STANDBY,810,1.54,1.54
18:52:50.0948,1102786.0,FILL,STANDBY,810,1.54,1.08
18:52:50.0995,1102886.0,FILL,STANDBY,810,2.23,1.54
18:52:51.0096,1102986.0,FILL,STANDBY,810,0.39,0.39
18:52:51.0195,1103086.0,FILL,STANDBY,810,2.23,0.39
18:52:51.0296,1103186.0,FILL,STANDBY,810,2.69,1.54
18:52:51.0396,1103286.0,FILL,STANDBY,810,1.08,1.08
18:52:51.0497,1103386.0,FILL,STANDBY,811,1.08,-0.07
18:52:51.0948,1103486.0,FILL,STANDBY,811,-0.07,-1.22
18:52:51.0949,1103586.0,FILL,STANDBY,811,2.23,1.08
18:52:51.0957,1103686.0,FILL,STANDBY,811,2.23,1.54
18:52:51.0958,1103786.0,FILL,STANDBY,811,0.39,1.08
18:52:51.0995,1103886.0,FILL,STANDBY,811,1.54,1.54
18:52:52.0095,1103986.0,FILL,STANDBY,811,2.69,1.54
18:52:52.0197,1104086.0,FILL,STANDBY,811,1.08,-0.07
18:52:52.0296,1104186.0,FILL,STANDBY,811,1.08,2.69
18:52:52.0395,1104286.0,FILL,STANDBY,811,2.23,0.39
18:52:52.0495,1104386.0,FILL,STANDBY,812,0.39,0.39
18:52:52.0909,1104486.0,FILL,STANDBY,812,2.23,2.23
18:52:52.0910,1104586.0,FILL,STANDBY,812,0.39,1.54
18:52:52.0910,1104686.0,FILL,STANDBY,812,2.23,1.08
18:52:52.0910,1104786.0,FILL,STANDBY,812,0.39,1.08
