Timestamp,t [ms],Mode,Launch_Time [s],Fill_Time [s],P_o [Bar],P_i [Bar]
19:00:16.0512,1548387.0,,,,1.54,2.23
19:00:16.0784,1548487.0,REST,,,1.54,1.08
19:00:16.0785,1548587.0,REST,,,2.23,1.54
19:00:16.0798,1548687.0,REST,,,2.69,1.54
19:00:16.0898,1548787.0,REST,,,1.08,1.08
19:00:16.0998,1548887.0,REST,,,1.54,1.54
19:00:17.0097,1548987.0,REST,,,2.23,1.08
19:00:17.0197,1549087.0,REST,,,2.23,0.39
19:00:17.0297,1549187.0,REST,,,2.23,0.39
19:00:17.0398,1549287.0,REST,,,1.08,0.39
19:00:17.0513,1549387.0,REST,,,-0.07,-0.07
19:00:18.0009,1549487.0,REST,,,1.54,-0.76
19:00:18.0009,1549587.0,REST,,,1.08,2.23
19:00:18.0010,1549687.0,REST,,,2.23,0.39
19:00:18.0010,1549787.0,REST,,,1.54,1.08
19:00:18.0010,1549887.0,REST,,,2.23,1.54
19:00:18.0097,1549987.0,REST,,,2.23,2.23
19:00:18.0197,1550087.0,REST,,,2.69,1.54
19:00:18.0298,1550187.0,REST,,,2.23,1.54
19:00:18.0397,1550287.0,REST,,,1.08,2.69
19:00:18.0511,1550387.0,REST,,,1.54,2.23
19:00:18.0975,1550487.0,REST,,,2.23,2.23
19:00:18.0975,1550587.0,REST,,,1.08,1.08
19:00:18.0975,1550687.0,REST,,,1.54,2.69
19:00:18.0975,1550787.0,REST,,,0.39,1.08
19:00:18.0997,1550887.0,REST,,,2.69,1.54
19:00:19.0097,1550987.0,REST,,,2.69,2.69
19:00:19.0198,1551087.0,REST,,,2.69,2.69
19:00:19.0299,1551187.0,REST,,,-0.07,2.23
19:00:19.0398,1551287.0,REST,,,0.39,2.23
19:00:19.0511,1551387.0,REST,,,3.38,2.23
19:00:19.0979,1551487.0,REST,,,1.54,2.23
19:00:19.0980,1551587.0,REST,,,1.08,1.08
19:00:19.0980,1551687.0,REST,,,1.54,2.23
19:00:19.0981,1551787.0,REST,,,0.39,1.08
19:00:19.0998,1551887.0,REST,,,0.39,2.23
19:00:20.0097,1551987.0,REST,,,1.54,1.54
19:00:20.0198,1552087.0,REST,,,1.54,2.23
19:00:20.0298,1552187.0,REST,,,1.54,1.54
19:00:20.0398,1552287.0,REST,,,1.08,1.08
