Timestamp,t [ms],Mode,Launch_Time [s],Fill_Time [s],P_o [Bar],P_i [Bar]
18:34:57.0076,28970.0,,,,2.69,1.08
18:34:57.0344,29070.0,REST,,,1.54,0.39
18:34:57.0580,29170.0,REST,,,1.08,2.23
18:34:57.0784,29270.0,REST,,,3.38,0.39
18:34:57.0997,29370.0,REST,,,1.08,2.23
18:34:58.0241,29470.0,REST,,,0.39,0.39
18:34:58.0448,29570.0,REST,,,0.39,0.39
18:34:58.0651,29670.0,REST,,,2.23,2.23
18:34:58.0851,29770.0,REST,,,2.23,2.23
18:34:59.0077,29870.0,REST,,,0.39,1.08
18:34:59.0316,29970.0,REST,,,2.69,3.38
18:34:59.0559,30070.0,REST,,,1.08,0.39
18:34:59.0820,30170.0,REST,,,1.08,3.38
18:35:00.0068,30270.0,REST,,,2.23,2.23
18:35:00.0348,30370.0,REST,,,0.39,1.08
18:35:00.0594,30470.0,REST,,,1.54,1.08
18:35:00.0844,30570.0,REST,,,1.08,1.54
18:35:01.0170,30670.0,REST,,,1.08,0.39
18:35:01.0409,30770.0,REST,,,1.08,0.39
18:35:01.0651,30870.0,REST,,,2.23,1.08
18:35:01.0897,30970.0,REST,,,1.54,1.54
18:35:02.0140,31070.0,REST,,,0.39,0.39
18:35:02.0385,31170.0,REST,,,0.39,0.39
18:35:02.0647,31270.0,REST,,,2.23,2.23
18:35:02.0891,31370.0,REST,,,0.39,0.39
18:35:03.0138,31470.0,REST,,,1.54,1.54
18:35:03.0381,31570.0,REST,,,1.54,1.54
18:35:03.0627,31670.0,REST,,,2.23,1.08
18:35:03.0874,31770.0,REST,,,1.08,2.69
18:35:04.0124,31870.0,REST,,,1.08,2.23
18:35:04.0377,31970.0,REST,,,0.39,1.54
18:35:04.0628,32070.0,REST,,,2.23,2.69
18:35:04.0881,32170.0,REST,,,2.23,2.69
18:35:05.0132,32270.0,REST,,,1.08,2.23
18:35:05.0382,32370.0,REST,,,1.08,2.23
18:35:05.0630,32470.0,REST,,,1.08,1.08
18:35:05.0860,32570.0,REST,,,1.08,2.23
18:35:06.0746,32670.0,REST,,,1.08,2.69
18:35:06.0952,32770.0,REST,,,1.54,1.54
18:35:07.0158,32870.0,REST,,,1.54,1.54
18:35:07.0325,32970.0,REST,,,2.23,2.23
18:35:07.0578,33070.0,REST,,,2.23,2.23
18:35:07.0731,33170.0,REST,,,3.38,-0.07
18:35:07.0877,33270.0,REST,,,0.39,0.39
18:35:08.0015,33370.0,REST,,,1.08,1.54
18:35:08.0146,33470.0,REST,,,2.23,1.54
18:35:08.0271,33570.0,REST,,,1.54,-0.76
18:35:08.0386,33670.0,REST,,,0.39,1.54
18:35:08.0497,33770.0,REST,,,1.54,1.54
18:35:08.0609,33870.0,REST,,,0.39,0.39
18:35:08.0716,33970.0,REST,,,1.54,0.39
18:35:08.0821,34070.0,REST,,,1.54,1.54
18:35:08.0925,34170.0,REST,,,2.69,2.23
18:35:09.0026,34270.0,REST,,,2.23,1.54
18:35:09.0125,34370.0,REST,,,1.08,1.08
18:35:09.0223,34470.0,REST,,,-0.76,-0.76
18:35:09.0320,34570.0,REST,,,1.08,1.08
18:35:09.0416,34670.0,REST,,,2.23,2.69
18:35:09.0511,34770.0,REST,,,0.39,1.54
18:35:09.0606,34870.0,REST,,,1.54,1.54
18:35:09.0701,34970.0,REST,,,1.54,0.39
18:35:09.0816,35070.0,REST,,,1.08,1.54
18:35:09.0911,35170.0,REST,,,1.54,2.23
18:35:10.0005,35270.0,REST,,,1.08,1.08
18:35:10.0098,35370.0,REST,,,0.39,1.08
18:35:10.0191,35470.0,REST,,,1.54,2.23
18:35:10.0282,35570.0,REST,,,0.39,2.23
18:35:10.0375,35670.0,REST,,,-0.76,0.39
18:35:10.0466,35770.0,REST,,,2.23,1.08
18:35:10.0557,35870.0,REST,,,2.23,1.54
18:35:10.0649,35970.0,REST,,,1.54,1.54
18:35:10.0742,36070.0,REST,,,0.39,0.39
18:35:10.0835,36170.0,REST,,,1.08,1.08
18:35:10.0926,36270.0,REST,,,2.23,2.23
18:35:11.0018,36370.0,REST,,,0.39,1.08
18:35:11.0110,36470.0,REST,,,1.54,0.39
18:35:11.0202,36570.0,REST,,,2.23,1.54
18:35:11.0297,36670.0,REST,,,0.39,1.08
18:35:11.0391,36770.0,REST,,,2.69,1.08
18:35:11.0486,36870.0,REST,,,-0.07,1.08
18:35:11.0581,36970.0,REST,,,2.69,2.23
18:35:11.0677,37070.0,REST,,,1.54,1.08
18:35:11.0776,37170.0,REST,,,2.69,1.54
18:35:11.0873,37270.0,REST,,,1.08,0.39
18:35:11.0972,37370.0,REST,,,1.08,0.39
18:35:12.0072,37470.0,REST,,,0.39,1.54
18:35:12.0176,37570.0,REST,,,1.08,2.69
18:35:12.0278,37670.0,REST,,,1.54,1.54
18:35:12.0380,37770.0,REST,,,2.69,2.69
18:35:12.0483,37870.0,REST,,,1.08,1.08
18:35:12.0592,37970.0,REST,,,-0.07,1.08
18:35:12.0702,38070.0,REST,,,2.69,2.23
18:35:12.0813,38170.0,REST,,,1.54,2.69
18:35:12.0925,38270.0,REST,,,2.69,1.08
18:35:13.0039,38370.0,REST,,,1.54,2.23
18:35:13.0154,38470.0,REST,,,1.08,2.69
18:35:13.0274,38570.0,REST,,,2.23,0.39
18:35:13.0395,38670.0,REST,,,0.39,2.23
18:35:13.0519,38770.0,REST,,,3.38,1.54
18:35:13.0646,38870.0,REST,,,2.23,1.08
18:35:13.0774,38970.0,REST,,,1.08,1.08
18:35:13.0904,39070.0,REST,,,1.08,1.54
18:35:14.0037,39170.0,REST,,,1.54,1.08
18:35:14.0171,39270.0,REST,,,2.23,2.23
18:35:14.0307,39370.0,REST,,,0.39,0.39
18:35:14.0446,39470.0,REST,,,2.23,2.23
18:35:14.0586,39570.0,REST,,,1.08,1.54
18:35:14.0728,39670.0,REST,,,1.08,2.23
18:35:14.0870,39770.0,REST,,,1.08,0.39
18:35:15.0012,39870.0,REST,,,1.54,1.54
18:35:15.0161,39970.0,REST,,,1.54,1.54
18:35:15.0312,40070.0,REST,,,1.54,2.23
18:35:15.0465,40170.0,REST,,,0.39,1.08
18:35:15.0624,40270.0,REST,,,1.54,2.23
18:35:15.0784,40370.0,REST,,,2.69,-0.07
18:35:15.0949,40470.0,REST,,,1.54,1.08
18:35:16.0112,40570.0,REST,,,2.23,-0.07
18:35:16.0277,40670.0,REST,,,1.08,1.08
18:35:16.0443,40770.0,REST,,,0.39,0.39
18:35:16.0610,40870.0,REST,,,-0.07,-0.07
18:35:16.0774,40970.0,REST,,,0.39,0.39
18:35:16.0935,41070.0,REST,,,1.08,1.08
18:35:17.0103,41170.0,REST,,,2.23,1.08
18:35:17.0266,41270.0,REST,,,1.08,2.23
18:35:17.0426,41370.0,REST,,,1.54,1.54
18:35:17.0585,41470.0,REST,,,1.08,1.08
18:35:17.0738,41570.0,REST,,,2.69,2.23
18:35:17.0887,41670.0,REST,,,1.54,2.23
18:35:18.0032,41770.0,REST,,,2.23,3.38
18:35:18.0174,41870.0,REST,,,1.54,2.23
18:35:18.0312,41970.0,REST,,,1.08,1.08
18:35:18.0448,42070.0,REST,,,2.69,2.23
18:35:18.0585,42170.0,REST,,,2.69,-1.22
18:35:18.0716,42270.0,REST,,,2.23,1.54
18:35:18.0842,42370.0,REST,,,1.54,1.54
18:35:18.0967,42470.0,REST,,,2.23,2.23
18:35:19.0091,42570.0,REST,,,1.54,1.54
18:35:19.0213,42670.0,REST,,,1.08,-0.76
18:35:19.0333,42770.0,REST,,,1.54,1.54
18:35:19.0451,42870.0,REST,,,1.08,1.08
18:35:19.0567,42970.0,REST,,,0.39,2.23
18:35:19.0683,43070.0,REST,,,1.54,1.54
18:35:19.0801,43170.0,REST,,,2.23,0.39
18:35:19.0914,43270.0,REST,,,1.08,1.54
18:35:20.0025,43370.0,REST,,,1.54,2.23
18:35:20.0135,43470.0,REST,,,2.23,1.08
18:35:20.0248,43570.0,REST,,,0.39,0.39
18:35:20.0362,43670.0,REST,,,0.39,0.39
18:35:20.0473,43770.0,REST,,,0.39,1.08
18:35:20.0585,43870.0,REST,,,1.54,1.08
18:35:20.0698,43970.0,REST,,,1.54,1.54
18:35:20.0810,44070.0,REST,,,0.39,0.39
18:35:20.0923,44170.0,REST,,,2.23,2.23
18:35:21.0033,44270.0,REST,,,1.08,0.39
18:35:21.0144,44370.0,REST,,,1.08,2.23
18:35:21.0257,44470.0,REST,,,0.39,1.08
18:35:21.0368,44570.0,REST,,,2.23,0.39
18:35:21.0478,44670.0,REST,,,2.69,2.23
18:35:21.0591,44770.0,REST,,,2.23,1.08
18:35:21.0704,44870.0,REST,,,1.08,2.23
18:35:21.0819,44970.0,REST,,,1.08,1.54
18:35:21.0934,45070.0,REST,,,1.54,0.39
18:35:22.0052,45170.0,REST,,,1.08,1.54
18:35:22.0167,45270.0,REST,,,1.08,1.54
18:35:22.0282,45370.0,REST,,,0.39,2.69
18:35:22.0401,45470.0,REST,,,2.69,1.08
18:35:22.0524,45570.0,REST,,,1.54,1.54
18:35:22.0648,45670.0,REST,,,1.54,1.54
18:35:22.0776,45770.0,REST,,,2.23,2.23
18:35:22.0907,45870.0,REST,,,1.08,2.23
18:35:23.0040,45970.0,REST,,,2.23,1.08
18:35:23.0176,46070.0,REST,,,-0.07,0.39
18:35:23.0318,46170.0,REST,,,1.08,1.54
18:35:23.0459,46270.0,REST,,,1.54,1.08
18:35:23.0607,46370.0,REST,,,1.08,-0.07
18:35:23.0759,46470.0,REST,,,2.23,0.39
18:35:23.0920,46570.0,REST,,,-0.07,1.54
18:35:24.0086,46670.0,REST,,,0.39,1.08
18:35:24.0258,46770.0,REST,,,1.54,2.23
18:35:24.0437,46870.0,REST,,,1.54,2.23
18:35:24.0622,46970.0,REST,,,0.39,1.54
18:35:24.0811,47070.0,REST,,,1.08,1.08
18:35:25.0014,47170.0,REST,,,1.08,1.08
18:35:25.0219,47270.0,REST,,,-0.07,-0.07
