Timestamp,t [ms],Mode,Launch_Time [s],Fill_Time [s],P_o [Bar],P_i [Bar]
18:51:42.0496,1034386.0,FILL,STANDBY,742,1.54,1.54
18:51:42.0767,1034486.0,FILL,STANDBY,742,1.54,1.54
18:51:42.0767,1034586.0,FILL,STANDBY,742,0.39,0.39
18:51:42.0795,1034686.0,FILL,STANDBY,742,2.23,1.08
18:51:42.0896,1034786.0,FILL,STANDBY,742,2.23,1.08
18:51:42.0995,1034886.0,FILL,STANDBY,742,1.54,2.69
18:51:43.0096,1034986.0,FILL,STANDBY,742,-0.76,2.23
18:51:43.0196,1035086.0,FILL,STANDBY,742,1.54,-0.07
18:51:43.0295,1035186.0,FILL,STANDBY,742,1.54,1.54
18:51:43.0396,1035286.0,FILL,STANDBY,742,0.39,-0.07
18:51:43.0496,1035386.0,FILL,STANDBY,743,2.23,1.08
18:51:43.0595,1035486.0,FILL,STANDBY,743,1.54,1.54
18:51:43.0696,1035586.0,FILL,STANDBY,743,3.38,1.54
18:51:43.0795,1035686.0,FILL,STANDBY,743,2.69,1.54
18:51:43.0895,1035786.0,FILL,STANDBY,743,1.54,1.54
18:51:43.0995,1035886.0,FILL,STANDBY,743,1.08,1.54
18:51:44.0095,1035986.0,FILL,STANDBY,743,1.54,2.23
18:51:44.0195,1036086.0,FILL,STANDBY,743,1.54,1.08
18:51:44.0295,1036186.0,FILL,STANDBY,743,1.54,2.23
18:51:44.0395,1036286.0,FILL,STANDBY,743,1.08,2.23
18:51:44.0495,1036386.0,FILL,STANDBY,744,2.23,1.08
18:51:44.0595,1036486.0,FILL,STANDBY,744,1.54,1.54
18:51:44.0695,1036586.0,FILL,STANDBY,744,1.08,2.23
18:51:44.0795,1036686.0,FILL,STANDBY,744,1.08,2.23
18:51:44.0895,1036786.0,FILL,STANDBY,744,2.23,1.08
18:51:44.0995,1036886.0,FILL,STANDBY,744,1.54,1.54
18:51:45.0095,1036986.0,FILL,STANDBY,744,0.39,1.54
18:51:45.0195,1037086.0,FILL,STANDBY,744,1.08,1.08
18:51:45.0295,1037186.0,FILL,STANDBY,744,1.08,1.54
18:51:45.0395,1037286.0,FILL,STANDBY,744,1.54,2.23
18:51:45.0496,1037386.0,FILL,STANDBY,745,0.39,0.39
18:51:45.0595,1037486.0,FILL,STANDBY,745,1.08,0.39
18:51:45.0695,1037586.0,FILL,STANDBY,745,1.08,2.23
18:51:45.0795,1037686.0,FILL,STANDBY,745,0.39,1.08
18:51:45.0895,1037786.0,FILL,STANDBY,745,1.08,1.08
18:51:45.0995,1037886.0,FILL,STANDBY,745,1.08,1.54
