Timestamp,t [ms],Mode,Launch_Time [s],Fill_Time [s],P_o [Bar],P_i [Bar]
18:57:41.0698,1393587.0,,,,2.69,1.08
18:57:41.0964,1393687.0,,,,1.54,1.54
18:57:41.0964,1393787.0,,,,2.23,2.23
18:57:41.0998,1393887.0,,,,1.54,2.23
18:57:42.0098,1393987.0,,,,2.23,2.23
18:57:42.0198,1394087.0,,,,3.38,2.69
18:57:42.0297,1394187.0,,,,2.23,1.08
18:57:42.0398,1394287.0,,,,2.69,1.54
18:57:42.0498,1394387.0,FILL,STANDBY,1102,3.38,0.39
18:57:42.0598,1394487.0,FILL,STANDBY,1102,2.69,-0.07
18:57:42.0698,1394587.0,FILL,STANDBY,1102,1.54,1.54
18:57:43.0138,1394687.0,FILL,STANDBY,1102,2.23,1.54
18:57:43.0139,1394787.0,FILL,STANDBY,1102,1.54,0.39
18:57:43.0139,1394887.0,FILL,STANDBY,1102,1.08,1.54
18:57:43.0139,1394987.0,FILL,STANDBY,1102,1.54,1.54
18:57:43.0197,1395087.0,FILL,STANDBY,1102,2.23,2.23
18:57:43.0297,1395187.0,FILL,STANDBY,1102,1.54,2.23
18:57:43.0397,1395287.0,FILL,STANDBY,1102,1.08,2.23
18:57:43.0498,1395387.0,FILL,STANDBY,1103,2.69,1.54
18:57:43.0599,1395487.0,FILL,STANDBY,1103,-0.07,-0.07
18:57:43.0697,1395587.0,FILL,STANDBY,1103,1.54,2.23
18:57:44.0082,1395687.0,FILL,STANDBY,1103,1.08,1.54
18:57:44.0083,1395787.0,FILL,STANDBY,1103,2.23,1.54
18:57:44.0083,1395887.0,FILL,STANDBY,1103,0.39,2.23
18:57:44.0097,1395987.0,FILL,STANDBY,1103,1.54,1.54
18:57:44.0198,1396087.0,FILL,STANDBY,1103,1.08,1.08
18:57:44.0297,1396187.0,FILL,STANDBY,1103,1.54,2.23
18:57:44.0398,1396287.0,FILL,STANDBY,1103,2.23,1.54
18:57:44.0498,1396387.0,FILL,STANDBY,1104,1.08,1.08
18:57:44.0598,1396487.0,FILL,STANDBY,1104,1.54,1.54
18:57:44.0698,1396587.0,FILL,STANDBY,1104,1.08,0.39
18:57:45.0118,1396687.0,FILL,STANDBY,1104,1.08,1.08
18:57:45.0119,1396787.0,FILL,STANDBY,1104,1.54,1.54
18:57:45.0119,1396887.0,FILL,STANDBY,1104,-0.07,-0.07
18:57:45.0119,1396987.0,FILL,STANDBY,1104,2.23,1.08
18:57:45.0198,1397087.0,FILL,STANDBY,1104,1.54,2.69
18:57:45.0297,1397187.0,FILL,STANDBY,1104,1.54,1.54
18:57:45.0397,1397287.0,FILL,STANDBY,1104,1.54,1.54
18:57:45.0498,1397387.0,FILL,STANDBY,1105,2.23,2.69
18:57:45.0598,1397487.0,FILL,STANDBY,1105,2.23,1.08
18:57:45.0697,1397587.0,FILL,STANDBY,1105,2.23,1.54
18:57:46.0210,1397687.0,FILL,STANDBY,1105,1.54,0.39
18:57:46.0211,1397787.0,FILL,STANDBY,1105,1.08,1.08
18:57:46.0211,1397887.0,FILL,STANDBY,1105,1.54,1.54
18:57:46.0212,1397987.0,FILL,STANDBY,1105,1.08,1.08
18:57:46.0212,1398087.0,FILL,STANDBY,1105,1.54,1.54
18:57:46.0298,1398187.0,FILL,STANDBY,1105,0.39,0.39
18:57:46.0398,1398287.0,FILL,STANDBY,1105,1.08,1.54
18:57:46.0512,1398387.0,FILL,STANDBY,1106,1.08,1.54
18:57:46.0597,1398487.0,REST,STANDBY,1106,2.23,1.08
18:57:46.0698,1398587.0,REST,STANDBY,1106,1.08,0.39
18:57:47.0213,1398687.0,REST,STANDBY,1106,0.39,1.08
18:57:47.0214,1398787.0,REST,STANDBY,1106,1.08,1.54
18:57:47.0222,1398887.0,REST,STANDBY,1106,3.38,1.54
18:57:47.0223,1398987.0,REST,STANDBY,1106,1.54,1.54
18:57:47.0223,1399087.0,REST,STANDBY,1106,1.08,1.54
18:57:47.0297,1399187.0,REST,STANDBY,1106,0.39,2.23
18:57:47.0398,1399287.0,REST,STANDBY,1106,0.39,1.08
18:57:47.0511,1399387.0,REST,STANDBY,1106,2.69,1.54
18:57:47.0597,1399487.0,REST,STANDBY,1106,0.39,0.39
18:57:47.0698,1399587.0,REST,STANDBY,1106,1.54,1.54
18:57:48.0196,1399687.0,REST,STANDBY,1106,1.54,-0.07
18:57:48.0197,1399787.0,REST,STANDBY,1106,1.08,-0.76
18:57:48.0197,1399887.0,REST,STANDBY,1106,1.08,2.23
18:57:48.0197,1399987.0,REST,STANDBY,1106,1.54,1.08
18:57:48.0198,1400087.0,REST,STANDBY,1106,0.39,0.39
18:57:48.0297,1400187.0,REST,STANDBY,1106,2.23,1.08
18:57:48.0398,1400287.0,REST,STANDBY,1106,2.23,-0.07
18:57:48.0511,1400387.0,REST,STANDBY,1106,1.54,2.23
18:57:48.0598,1400487.0,REST,STANDBY,1106,1.08,1.54
18:57:48.0697,1400587.0,REST,STANDBY,1106,2.69,0.39
