Timestamp,t [ms],Mode,Launch_Time [s],Fill_Time [s],P_o [Bar],P_i [Bar]
13:18:00.0033,291000.0,REST,,,1.54,1.54
13:18:01.0031,292000.0,REST,,,0.39,2.69
13:18:02.0032,293000.0,REST,,,0.39,1.54
13:18:03.0029,294000.0,REST,,,1.54,1.08
13:18:04.0023,295000.0,REST,,,1.08,1.08
13:18:05.0029,296000.0,REST,,,0.39,-0.07
13:18:06.0023,297000.0,REST,,,-0.07,0.39
13:18:07.0033,298000.0,REST,,,0.39,1.08
13:18:08.0033,299000.0,REST,,,2.23,2.23
13:18:09.0031,300000.0,REST,,,1.08,1.54
13:18:10.0022,301000.0,REST,,,1.54,0.39
13:18:11.0033,302000.0,REST,,,2.69,1.08
13:18:12.0032,303000.0,REST,,,1.08,1.08
13:18:13.0022,304000.0,REST,,,-0.07,1.08
13:18:14.0024,305000.0,REST,,,1.54,1.54
13:18:15.0027,306000.0,REST,,,-0.76,1.08
13:18:16.0031,307000.0,REST,,,1.54,1.54
13:18:17.0028,308000.0,REST,,,1.08,2.23
13:18:18.0032,309000.0,FILL,STANDBY,1,1.08,0.39
13:18:19.0027,310000.0,FILL,STANDBY,2,0.39,-0.07
13:18:20.0020,311000.0,FILL,STANDBY,3,1.54,1.54
13:18:21.0031,312000.0,FILL,STANDBY,4,1.08,1.54
13:18:22.0033,313000.0,FILL,STANDBY,5,1.54,1.08
13:18:23.0019,314000.0,FILL,STANDBY,6,1.08,1.08
13:18:24.0033,315000.0,FILL,STANDBY,7,2.69,2.69
13:18:25.0020,316000.0,FILL,STANDBY,8,0.39,1.08
13:18:26.0068,317000.0,FILL,STANDBY,8,0.39,-0.07
13:18:27.0068,318000.0,FIRE,-9,STANDBY,-0.07,3.38
13:18:28.0066,319000.0,FIRE,-8,STANDBY,1.08,1.08
13:18:29.0057,320000.0,FIRE,-7,STANDBY,1.08,1.08
13:18:30.0061,321000.0,FIRE,-6,STANDBY,2.23,0.39
13:18:31.0058,322000.0,FIRE,-5,STANDBY,1.08,2.23
13:18:32.0063,323000.0,FIRE,-4,STANDBY,2.23,1.54
13:18:33.0055,324000.0,FIRE,-3,STANDBY,2.69,1.08
13:18:34.0066,325000.0,FIRE,-2,STANDBY,1.08,1.08
13:18:35.0066,326000.0,FIRE,-1,STANDBY,-0.76,-0.76
13:18:36.0068,327000.0,FIRE,0,STANDBY,1.54,0.39
13:18:37.0068,328000.0,FIRE,1,STANDBY,-0.76,2.23
13:18:38.0063,329000.0,FIRE,2,STANDBY,1.54,1.54
13:18:39.0052,330000.0,FIRE,3,STANDBY,0.39,0.39
13:18:40.0057,331000.0,FIRE,4,STANDBY,1.54,1.54
13:18:41.0063,332000.0,FIRE,5,STANDBY,2.23,1.08
13:18:42.0067,333000.0,FIRE,6,STANDBY,0.39,0.39
13:18:43.0064,334000.0,FIRE,7,STANDBY,1.08,-0.07
13:18:44.0068,335000.0,FIRE,8,STANDBY,1.08,-0.07
13:18:45.0034,336000.0,FIRE,9,STANDBY,1.54,-0.07
13:18:46.0034,337000.0,FILL,STANDBY,1,1.54,1.54
13:18:47.0035,338000.0,FILL,STANDBY,2,-0.07,1.08
13:18:48.0025,339000.0,FILL,STANDBY,3,1.08,0.39
13:18:49.0035,340000.0,REST,STANDBY,4,1.54,1.54
13:18:50.0032,341000.0,REST,STANDBY,4,2.23,1.54
13:18:51.0026,342000.0,REST,STANDBY,4,1.54,1.08
13:18:52.0030,343000.0,REST,STANDBY,4,1.08,1.08
13:18:53.0019,344000.0,REST,STANDBY,4,1.54,1.54
13:18:54.0034,345000.0,REST,STANDBY,4,1.54,1.54
13:18:55.0032,346000.0,REST,STANDBY,4,1.08,0.39
13:18:56.0021,347000.0,REST,STANDBY,4,1.54,2.23
13:18:57.0034,348000.0,REST,STANDBY,4,1.08,1.54
13:18:58.0029,349000.0,REST,STANDBY,4,0.39,2.23
13:18:59.0032,350000.0,REST,STANDBY,4,1.08,0.39
13:19:00.0024,351000.0,REST,STANDBY,4,1.08,1.08
13:19:01.0024,352000.0,REST,STANDBY,4,1.08,2.23
13:19:02.0024,353000.0,REST,STANDBY,4,1.54,2.23
13:19:03.0034,354000.0,REST,STANDBY,4,1.54,1.54
13:19:04.0026,355000.0,REST,STANDBY,4,1.08,0.39
13:19:05.0033,356000.0,REST,STANDBY,4,0.39,1.54
13:19:06.0033,357000.0,REST,STANDBY,4,1.08,0.39
13:19:07.0034,358000.0,REST,STANDBY,4,1.54,1.54
13:19:08.0024,359000.0,REST,STANDBY,4,0.39,2.69
13:19:09.0033,360000.0,REST,STANDBY,4,1.08,2.23
13:19:10.0034,361000.0,REST,STANDBY,4,0.39,0.39
13:19:11.0029,362000.0,REST,STANDBY,4,1.08,2.23
13:19:12.0029,363000.0,REST,STANDBY,4,2.23,0.39
13:19:13.0033,364000.0,REST,STANDBY,4,1.54,1.54
13:19:14.0018,365000.0,REST,STANDBY,4,0.39,2.69
13:19:15.0034,366000.0,REST,STANDBY,4,0.39,-0.07
13:19:16.0031,367000.0,REST,STANDBY,4,1.54,1.54
13:19:17.0033,368000.0,REST,STANDBY,4,2.23,1.08
13:19:18.0020,369000.0,REST,STANDBY,4,2.23,0.39
13:19:19.0025,370000.0,REST,STANDBY,4,1.08,1.08
13:19:20.0028,371000.0,REST,STANDBY,4,1.54,2.23
13:19:21.0034,372000.0,REST,STANDBY,4,1.54,0.39
