Timestamp,t [ms],Mode,Launch_Time [s],Fill_Time [s],P_o [Bar],P_i [Bar]
13:58:01.0339,946170.0,,,,1.54,0.39
13:58:01.0438,946270.0,,,,2.23,1.08
13:58:01.0545,946370.0,,,,-0.76,-0.07
13:58:01.0661,946470.0,,,,1.08,1.54
13:58:01.0736,946570.0,,,,1.54,1.54
13:58:01.0832,946670.0,,,,2.23,2.23
13:58:01.0944,946770.0,,,,0.39,0.39
13:58:02.0047,946870.0,,,,1.54,3.38
13:58:02.0135,946970.0,,,,1.54,1.08
13:58:02.0246,947070.0,REST,,,0.39,1.54
13:58:02.0342,947170.0,REST,,,1.54,-0.76
13:58:02.0438,947270.0,REST,,,2.23,2.69
13:58:02.0533,947370.0,REST,,,1.08,1.08
13:58:02.0645,947470.0,REST,,,-1.91,2.23
13:58:02.0764,947570.0,REST,,,-0.76,1.54
13:58:02.0839,947670.0,REST,,,2.69,1.54
13:58:02.0947,947770.0,REST,,,-0.07,1.08
13:58:03.0064,947870.0,REST,,,2.69,2.69
13:58:03.0138,947970.0,REST,,,1.54,1.54
13:58:03.0232,948070.0,REST,,,1.08,1.08
13:58:03.0346,948170.0,REST,,,1.54,2.23
13:58:03.0444,948270.0,REST,,,2.23,1.54
13:58:03.0535,948370.0,REST,,,1.54,1.54
13:58:03.0647,948470.0,REST,,,2.23,1.54
13:58:03.0747,948570.0,REST,,,1.08,2.23
13:58:03.0844,948670.0,REST,,,1.54,1.08
13:58:03.0940,948770.0,REST,,,1.54,0.39
13:58:04.0045,948870.0,REST,,,2.23,2.69
13:58:04.0147,948970.0,REST,,,1.08,1.54
13:58:04.0237,949070.0,REST,,,1.08,2.23
13:58:04.0333,949170.0,REST,,,0.39,0.39
13:58:04.0445,949270.0,REST,,,1.54,1.54
13:58:04.0563,949370.0,REST,,,1.08,1.08
13:58:04.0636,949470.0,REST,,,1.54,2.23
13:58:04.0739,949570.0,REST,,,1.08,2.23
13:58:04.0846,949670.0,REST,,,1.08,1.54
13:58:04.0939,949770.0,REST,,,1.54,1.54
13:58:05.0061,949870.0,REST,,,1.08,1.08
13:58:05.0146,949970.0,REST,,,2.69,1.54
13:58:05.0245,950070.0,REST,,,1.08,1.08
13:58:05.0343,950170.0,REST,,,1.08,1.08
13:58:05.0433,950270.0,REST,,,-0.07,1.08
13:58:05.0546,950370.0,REST,,,2.69,1.54
13:58:05.0647,950470.0,REST,,,1.54,1.54
13:58:05.0746,950570.0,REST,,,1.54,1.54
13:58:05.0842,950670.0,REST,,,1.54,1.54
13:58:05.0945,950770.0,REST,,,2.69,0.39
13:58:06.0048,950870.0,REST,,,1.54,1.08
13:58:06.0147,950970.0,REST,,,1.08,1.08
13:58:06.0247,951070.0,REST,,,1.54,0.39
13:58:06.0356,951170.0,REST,,,2.69,1.08
13:58:06.0437,951270.0,REST,,,2.23,1.54
13:58:06.0547,951370.0,REST,,,1.08,1.54
13:58:06.0647,951470.0,REST,,,2.23,1.08
13:58:06.0739,951570.0,REST,,,1.54,1.08
13:58:06.0837,951670.0,REST,,,0.39,1.08
13:58:06.0946,951770.0,REST,,,-0.07,-0.07
13:58:07.0042,951870.0,REST,,,1.08,1.08
13:58:07.0141,951970.0,REST,,,2.69,2.69
13:58:07.0261,952070.0,REST,,,1.08,1.54
13:58:07.0363,952170.0,REST,,,-0.07,1.08
13:58:07.0439,952270.0,REST,,,2.23,2.23
13:58:07.0561,952370.0,REST,,,2.23,1.08
13:58:07.0646,952470.0,REST,,,2.69,1.08
13:58:07.0742,952570.0,REST,,,1.08,-0.07
13:58:07.0856,952670.0,REST,,,0.39,1.54
13:58:07.0933,952770.0,REST,,,0.39,3.38
13:58:08.0047,952870.0,REST,,,1.54,1.54
13:58:08.0140,952970.0,REST,,,1.08,-0.07
13:58:08.0239,953070.0,REST,,,0.39,0.39
13:58:08.0346,953170.0,REST,,,1.08,1.08
13:58:08.0445,953270.0,REST,,,1.54,1.54
13:58:08.0545,953370.0,REST,,,1.54,1.08
13:58:08.0633,953470.0,REST,,,2.23,2.69
13:58:08.0753,953570.0,REST,,,2.69,2.23
13:58:08.0843,953670.0,REST,,,1.54,1.54
13:58:08.0937,953770.0,REST,,,1.54,1.08
13:58:09.0047,953870.0,REST,,,3.38,1.54
13:58:09.0144,953970.0,REST,,,1.08,1.54
13:58:09.0246,954070.0,REST,,,1.54,2.23
13:58:09.0336,954170.0,REST,,,-0.07,1.08
13:58:09.0437,954270.0,REST,,,0.39,1.08
13:58:09.0544,954370.0,REST,,,1.08,1.08
13:58:09.0644,954470.0,REST,,,1.54,1.54
13:58:09.0734,954570.0,REST,,,1.54,1.54
13:58:09.0846,954670.0,REST,,,2.69,1.54
13:58:09.0948,954770.0,REST,,,-0.07,2.23
13:58:10.0038,954870.0,REST,,,2.23,0.39
13:58:10.0143,954970.0,REST,,,0.39,0.39
13:58:10.0231,955070.0,REST,,,1.08,1.08
13:58:10.0346,955170.0,REST,,,2.69,1.54
13:58:10.0439,955270.0,REST,,,2.23,1.08
13:58:10.0534,955370.0,REST,,,2.23,1.08
13:58:10.0646,955470.0,REST,,,1.54,2.23
13:58:10.0744,955570.0,REST,,,3.84,-0.07
13:58:10.0841,955670.0,REST,,,1.08,1.08
13:58:10.0932,955770.0,REST,,,1.08,1.08
13:58:11.0050,955870.0,REST,,,-0.07,-0.07
13:58:11.0147,955970.0,REST,,,-0.07,0.39
13:58:11.0239,956070.0,REST,,,2.23,1.54
13:58:11.0354,956170.0,REST,,,1.54,1.54
13:58:11.0444,956270.0,REST,,,1.54,2.23
13:58:11.0539,956370.0,REST,,,-1.22,1.54
13:58:11.0648,956470.0,REST,,,1.08,0.39
13:58:11.0743,956570.0,REST,,,2.23,1.08
13:58:11.0840,956670.0,REST,,,0.39,2.23
13:58:11.0934,956770.0,REST,,,1.54,-0.07
13:58:12.0057,956870.0,REST,,,0.39,0.39
13:58:12.0141,956970.0,REST,,,1.08,1.08
13:58:12.0237,957070.0,REST,,,1.54,1.54
13:58:12.0344,957170.0,REST,,,-0.07,1.54
13:58:12.0444,957270.0,REST,,,1.54,1.08
13:58:12.0546,957370.0,REST,,,2.23,1.08
13:58:12.0639,957470.0,REST,,,1.54,1.54
13:58:12.0747,957570.0,REST,,,1.08,2.23
13:58:12.0842,957670.0,REST,,,0.39,1.08
13:58:12.0938,957770.0,REST,,,2.23,1.54
13:58:13.0052,957870.0,REST,,,0.39,1.08
13:58:13.0141,957970.0,REST,,,1.54,1.54
13:58:13.0235,958070.0,REST,,,1.08,0.39
13:58:13.0346,958170.0,REST,,,1.08,1.08
13:58:13.0442,958270.0,REST,,,1.54,1.54
13:58:13.0537,958370.0,REST,,,1.08,1.08
13:58:13.0634,958470.0,REST,,,1.54,1.08
13:58:13.0745,958570.0,REST,,,0.39,0.39
13:58:13.0846,958670.0,REST,,,1.54,1.54
13:58:13.0935,958770.0,REST,,,1.54,1.08
13:58:14.0046,958870.0,REST,,,1.54,1.08
13:58:14.0141,958970.0,REST,,,2.69,0.39
13:58:14.0237,959070.0,REST,,,0.39,0.39
13:58:14.0332,959170.0,REST,,,1.08,1.08
13:58:14.0448,959270.0,REST,,,2.23,1.08
13:58:14.0552,959370.0,REST,,,2.23,3.38
13:58:14.0650,959470.0,REST,,,2.69,1.08
13:58:14.0732,959570.0,REST,,,1.08,1.08
13:58:14.0843,959670.0,REST,,,0.39,0.39
13:58:14.0944,959770.0,REST,,,0.39,1.54
13:58:15.0049,959870.0,REST,,,2.23,1.08
13:58:15.0146,959970.0,REST,,,1.08,-0.07
13:58:15.0242,960070.0,REST,,,2.69,1.54
13:58:15.0371,960170.0,REST,,,2.23,0.39
13:58:15.0434,960270.0,REST,,,2.23,1.54
13:58:15.0546,960370.0,REST,,,3.38,1.08
13:58:15.0646,960470.0,REST,,,2.23,1.54
13:58:15.0737,960570.0,REST,,,1.08,2.23
13:58:15.0848,960670.0,REST,,,1.54,2.23
13:58:15.0943,960770.0,REST,,,2.23,2.23
13:58:16.0072,960870.0,REST,,,1.54,1.54
13:58:16.0172,960970.0,REST,,,1.08,1.08
13:58:16.0237,961070.0,REST,,,1.54,1.54
13:58:16.0333,961170.0,REST,,,2.23,1.54
13:58:16.0445,961270.0,REST,,,-0.07,1.54
13:58:16.0561,961370.0,REST,,,1.08,2.23
13:58:16.0635,961470.0,REST,,,1.08,1.54
13:58:16.0747,961570.0,REST,,,0.39,2.23
13:58:16.0847,961670.0,REST,,,-0.07,-0.76
13:58:16.0938,961770.0,REST,,,1.08,1.54
13:58:17.0038,961870.0,REST,,,2.69,2.69
13:58:17.0145,961970.0,REST,,,2.23,1.54
13:58:17.0240,962070.0,REST,,,-0.76,-0.76
13:58:17.0339,962170.0,REST,,,2.23,2.23
13:58:17.0439,962270.0,REST,,,0.39,0.39
13:58:17.0544,962370.0,REST,,,-0.07,2.23
