Timestamp,t [ms],Mode,Launch_Time [s],Fill_Time [s],P_o [Bar],P_i [Bar]
18:50:22.0194,954086.0,,,,1.54,2.23
18:50:22.0463,954186.0,,,,0.39,0.39
18:50:22.0698,954286.0,,,,1.54,1.54
18:50:22.0936,954386.0,FILL,STANDBY,662,2.23,-0.07
18:50:23.0163,954486.0,FILL,STANDBY,662,2.69,1.08
18:50:23.0402,954586.0,FILL,STANDBY,662,2.69,2.23
18:50:23.0634,954686.0,FILL,STANDBY,662,2.23,2.23
18:50:23.0867,954786.0,FILL,STANDBY,662,1.54,2.23
18:50:24.0099,954886.0,FILL,STANDBY,662,2.23,1.08
18:50:24.0333,954986.0,FILL,STANDBY,662,1.08,1.54
18:50:24.0565,955086.0,FILL,STANDBY,662,0.39,2.69
18:50:24.0807,955186.0,FILL,STANDBY,662,1.08,1.54
18:50:25.0048,955286.0,FILL,STANDBY,662,1.54,1.54
18:50:25.0281,955386.0,FILL,STANDBY,663,1.08,1.08
18:50:25.0515,955486.0,FILL,STANDBY,663,2.23,1.54
18:50:25.0738,955586.0,FILL,STANDBY,663,1.08,2.23
18:50:25.0957,955686.0,FILL,STANDBY,663,-0.07,1.54
18:50:26.0256,955786.0,FILL,STANDBY,663,1.08,2.23
18:50:26.0480,955886.0,FILL,STANDBY,663,2.23,2.23
18:50:26.0704,955986.0,FILL,STANDBY,663,-0.07,-0.07
18:50:26.0933,956086.0,FILL,STANDBY,663,2.23,1.54
18:50:27.0154,956186.0,FILL,STANDBY,663,0.39,3.38
18:50:27.0380,956286.0,FILL,STANDBY,663,2.23,1.54
18:50:27.0607,956386.0,FILL,STANDBY,664,1.54,1.08
18:50:27.0825,956486.0,FILL,STANDBY,664,1.54,-0.76
18:50:28.0056,956586.0,FILL,STANDBY,664,1.08,2.69
18:50:28.0288,956686.0,FILL,STANDBY,664,0.39,0.39
18:50:28.0520,956786.0,FILL,STANDBY,664,1.54,2.69
18:50:28.0744,956886.0,FILL,STANDBY,664,2.69,1.08
18:50:28.0970,956986.0,FILL,STANDBY,664,1.54,1.54
18:50:29.0215,957086.0,FILL,STANDBY,664,1.54,0.39
18:50:29.0463,957186.0,FILL,STANDBY,664,3.38,2.23
18:50:29.0701,957286.0,FILL,STANDBY,664,0.39,0.39
18:50:29.0933,957386.0,FILL,STANDBY,665,2.23,2.69
18:50:30.0165,957486.0,FILL,STANDBY,665,1.54,1.54
18:50:30.0389,957586.0,FILL,STANDBY,665,2.69,1.54
18:50:30.0612,957686.0,FILL,STANDBY,665,1.08,1.08
18:50:30.0815,957786.0,FILL,STANDBY,665,1.54,2.69
18:50:31.0014,957886.0,FILL,STANDBY,665,2.69,2.69
18:50:31.0201,957986.0,FILL,STANDBY,665,0.39,0.39
18:50:31.0388,958086.0,FILL,STANDBY,665,1.08,2.23
18:50:31.0567,958186.0,FILL,STANDBY,665,2.23,2.23
18:50:31.0733,958286.0,FILL,STANDBY,665,2.23,0.39
18:50:31.0883,958386.0,FILL,STANDBY,666,1.08,1.54
18:50:32.0037,958486.0,FILL,STANDBY,666,1.54,2.69
18:50:32.0199,958586.0,FILL,STANDBY,666,2.23,1.54
18:50:32.0350,958686.0,FILL,STANDBY,666,1.54,1.54
18:50:32.0486,958786.0,FILL,STANDBY,666,-0.07,1.08
18:50:32.0633,958886.0,FILL,STANDBY,666,1.54,1.08
18:50:32.0793,958986.0,FILL,STANDBY,666,1.08,1.54
18:50:32.0942,959086.0,FILL,STANDBY,666,0.39,2.23
18:50:33.0068,959186.0,FILL,STANDBY,666,1.54,2.23
18:50:33.0188,959286.0,FILL,STANDBY,666,2.69,2.69
18:50:33.0303,959386.0,FILL,STANDBY,667,0.39,1.54
18:50:33.0412,959486.0,FILL,STANDBY,667,2.23,-0.07
18:50:33.0529,959586.0,FILL,STANDBY,667,1.08,0.39
18:50:33.0645,959686.0,FILL,STANDBY,667,1.08,1.08
18:50:33.0760,959786.0,FILL,STANDBY,667,0.39,2.69
18:50:33.0869,959886.0,FILL,STANDBY,667,1.54,-0.76
18:50:33.0975,959986.0,FILL,STANDBY,667,1.54,1.54
18:50:34.0073,960086.0,FILL,STANDBY,667,0.39,1.08
18:50:34.0169,960186.0,FILL,STANDBY,667,0.39,0.39
18:50:34.0260,960286.0,FILL,STANDBY,667,2.23,2.23
18:50:34.0353,960386.0,FILL,STANDBY,668,1.08,2.23
18:50:34.0451,960486.0,FILL,STANDBY,668,2.23,1.08
18:50:34.0549,960586.0,FILL,STANDBY,668,1.08,1.08
18:50:34.0644,960686.0,FILL,STANDBY,668,2.23,2.23
18:50:34.0738,960786.0,FILL,STANDBY,668,1.54,2.69
18:50:34.0825,960886.0,FILL,STANDBY,668,1.08,0.39
18:50:34.0912,960986.0,FILL,STANDBY,668,0.39,1.54
18:50:35.0006,961086.0,FILL,STANDBY,668,2.23,1.08
18:50:35.0093,961186.0,FILL,STANDBY,668,1.08,0.39
18:50:35.0184,961286.0,FILL,STANDBY,668,-0.07,-0.07
18:50:35.0273,961386.0,FILL,STANDBY,669,2.23,0.39
18:50:35.0367,961486.0,FILL,STANDBY,669,1.54,2.23
18:50:35.0455,961586.0,FILL,STANDBY,669,1.54,1.08
18:50:35.0539,961686.0,FILL,STANDBY,669,0.39,1.54
18:50:35.0621,961786.0,FILL,STANDBY,669,1.08,2.23
18:50:35.0699,961886.0,FILL,STANDBY,669,1.54,2.23
18:50:35.0779,961986.0,FILL,STANDBY,669,1.08,1.08
18:50:35.0856,962086.0,FILL,STANDBY,669,0.39,1.54
18:50:35.0933,962186.0,FILL,STANDBY,669,1.54,1.08
18:50:36.0011,962286.0,FILL,STANDBY,669,0.39,2.23
18:50:36.0089,962386.0,FILL,STANDBY,670,1.54,1.08
18:50:36.0166,962486.0,FILL,STANDBY,670,2.23,0.39
